index,tid,loc_name,loc_number,loc_type,address_1,city,state,neighborhood,postal_code,phone_1,phone_2,latitude,longitude,hours_of_operation,services_included,RunDate,InsertUpdateTime,RunID
10,14195,北京国服信高德汽车销售有限公司,2100820,4S店,北京市朝阳区王四营乡王四营村339号,北京市,北京市,朝阳区,110105,010-87399753,010-87399927,39.865875,116.546123,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
11,14196,北京海文捷汽车销售服务有限公司,2100313,4S店,北京市丰台区六里桥南里10号,北京市,北京市,丰台区,110106,010-63430931,010-63430936,39.880734,116.311998,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
12,14197,北京冀贵汽车贸易有限公司,2101602,4S店,北京市大兴区经济技术开发区东环北路北1号,北京市,北京市,大兴区,110115,010-67880999,010-67889696,39.813367,116.50795,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
13,14198,北京京申宝汽车销售服务有限公司,2100811,4S店,北京市朝阳区管庄双桥东路8号,北京市,北京市,朝阳区,110105,010-65486930,010-65486959,39.902066,116.602316,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
14,14199,北京凯威富檑汽车销售服务有限公司,2101001,4S店,北京市房山区良乡凯旋大街50号,北京市,北京市,房山区,110111,010-69372588,010-69378663,39.721217,116.133453,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
15,14200,北京市艾潇汽车有限公司,2100515,4S店,北京市朝阳区姚家园东方基业汽车城G区6号,北京市,北京市,朝阳区,110105,010-53010066,010-53010166,39.938981,116.519546,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
16,14201,北京北亚合众汽车销售有限公司,2100304,4S店,北京市朝阳区大屯225号,北京市,北京市,朝阳区,110105,010-64975593,010-88451155,40.002312,116.420111,9:00-18:00,"['自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
17,14202,北京大兴龙湖天街ID.Store城市展厅,5100102,城市展厅店,北京市大兴区永兴路7号路1号楼,北京市,北京市,大兴区,110115,010-87917171,010-89282110,39.685615,116.32065,10:00-22:00,"['代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
18,14203,北京高超连振汽车销售服务有限公司,2101000,4S店,北京市房山区长阳镇北广阳城村西北广阳城环路5号,北京市,北京市,房山区,110111,010-69381111,010-80351111,39.751174,116.182558,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
19,14204,北京宏伟兴业汽车销售有限公司,2101802,4S店,北京市平谷区东高村镇东高村兴业路15号,北京市,北京市,平谷区,110117,010-69986688,010-69906688,40.108058,117.113682,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
20,14205,北京捷亚泰起荣汽车销售有限公司,2101704,4S店,北京市怀柔区迎宾南路25号院1号,北京市,北京市,怀柔区,110116,010-60686600,010-60686600,40.302622,116.640221,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
21,14206,北京捷亚泰中兴汽车销售有限公司,2100101,4S店,北京市大兴区庆祥北路1号院3号楼,北京市,北京市,大兴区,110115,010-60298787,010-60216611,39.697382,116.334689,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
22,14207,北京蓝色港湾ID.Store X城市展厅,5100101,城市展厅店,北京市朝阳区朝阳公园路6号院,北京市,北京市,朝阳区,110105,010-84902229,010-84902228,39.948468,116.473798,10:00-22:00,"['代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
23,14208,北京申银汽车服务有限公司,2100810,4S店,北京市昌平区北七家镇东三旗村村北北京北辰亚运村汽车交易市场中心3-6号B区,北京市,北京市,昌平区,110114,010-81756028,010-81756001,40.09349,116.418266,9:00-18:00,"['自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
24,14209,北京首汽汽车修理有限公司,2100814,4S店,北京市海淀区紫竹院南路5号,北京市,北京市,海淀区,110108,010-68457271,010-68432266,39.938247,116.318776,9:00-18:00,"['自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
25,14210,北京沃远汽车销售服务有限公司,3101501,4S店,北京市延庆区大榆树镇东杏园村南,北京市,北京市,延庆区,110119,010-81191605,010-81198119,40.426334,115.982227,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
26,14211,北京永安汽车服务有限公司,2101302,4S店,北京市昌平区马池口镇百泉庄652号,北京市,北京市,昌平区,110114,010-80111271,010-80111270,40.200381,116.218608,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
27,14212,北京中汽华世田汽车贸易有限公司青泉分公司,2101303,4S店,北京市昌平区东小口镇立汤路177号院1号楼,北京市,北京市,昌平区,110114,010-69798676,010-69798989,40.062615,116.412537,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:09,46278
28,14213,天津市高德汽车贸易有限公司,2301100,4S店,天津市空港经济区环河北路8号,天津市,天津市,东丽区,120110,022-84909223,022-84909228,39.160169,117.367017,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
29,14214,天津市宝通汽车销售服务有限公司,2300401,4S店,天津市河东区八纬路278号,天津市,天津市,河东区,120102,022-24026555,022-24026888,39.107383,117.242951,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
30,14215,天津海联世纪汽车销售服务有限公司,2300102,4S店,天津市津南咸水沽镇津歧公路73号,天津市,天津市,津南区,120112,022-58981186,022-58981166,38.968623,117.388888,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
31,14216,天津华苑众星汽车贸易有限公司,2300103,4S店,天津市华苑产业区榕苑路15号3号厂房,天津市,天津市,和平区,120101,022-58599090,022-58599088,39.088443,117.124313,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
32,14217,天津捷世华汽车销售服务有限公司,2300701,4S店,天津市河西区天津市河西区大沽南路南头（技术师范学院对过）,天津市,天津市,河西区,120103,022-88180003,022-88180888,39.064016,117.294258,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
33,14218,天津睦宁汽车销售服务有限公司,2300502,4S店,天津市塘沽区经济开发区睦宁路32号,天津市,天津市,滨海新区,120116,022-66203577,022-66200680,39.046087,117.701358,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
34,14219,天津上海大众汽车销售服务有限公司,2300301,4S店,天津市西青区李七庄街王兰庄村大任庄路口,天津市,天津市,西青区,120111,022-23891199,022-23891188,39.043271,117.196464,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
35,14220,天津市远德汽车贸易有限公司,2300602,4S店,天津市北辰区北辰道2号,天津市,天津市,北辰区,120113,022-86916699,022-86916888,39.249217,117.174233,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
36,14221,天津市鑫邦商贸有限公司,2301500,4S店,天津市武清区下朱庄街京津公路东侧,天津市,天津市,武清区,120114,022-59616655,022-59615566,39.338964,117.082787,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
37,14222,天津爱琴海ID.Store城市展厅,5300103,城市展厅店,天津市河东区津滨大道160号,天津市,天津市,河东区,120102,022-24026555,022-24026888,39.12154,117.255822,10:00-22:00,"['自营', '代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
38,14223,天津冀星汽车贸易有限公司,2300500,4S店,天津市滨海新区塘沽河南里以西、振化路以南,天津市,天津市,滨海新区,120116,02225387997,022-25387887,38.994426,117.653329,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
39,14224,天津捷世兴汽车销售服务有限公司,2301800,4S店,天津市静海县静海经济开发区金海道6号,天津市,天津市,静海区,120118,022-68277061,022-68277077,38.943727,116.998585,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
40,14225,天津鲁能城ID.Store城市展厅,5300102,城市展厅店,天津市南开区绿荫里1号,天津市,天津市,南开区,120104,022-84909223,022-23448567,39.094574,117.176951,10:00-22:00,"['代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
41,14226,天津市高德嘉泰汽车贸易有限公司,2300105,4S店,天津市西青区大寺镇大寺高新技术产业园B区12号-A,天津市,天津市,西青区,120111,022-23888868,022-23888866,40.034823,116.245634,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
42,14227,天津市正信通汽车销售服务有限公司,2300101,4S店,天津天津市河东区市真理道43号增1号,天津市,天津市,河东区,120102,022-86333555,022-86333666,39.146604,117.224432,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
43,14228,天津市中乒北众汽车销售服务有限公司,2300601,4S店,天津市北辰区新宜白大道北侧,天津市,天津市,北辰区,120113,022-26727401,022-26727237,39.206123,117.208504,9:00-18:00,"['新能源', '自营', '市场活动', '售后业务全功能', '售后预约资源功能', '线上市场活动', '智慧网销', 'MEB快捷签', 'ICE快捷签', '试乘试驾新UI', 'ICE小程序标签', 'ICE经销商']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
44,14229,天津天河城ID.Store城市展厅,5300101,城市展厅店,天津市和平区和平路263号,天津市,天津市,和平区,120101,022-88180003,022-88180888,39.127499,117.205031,10:00-22:00,"['代理直销', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', '深度试驾', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:10,46278
45,14230,河北冀中合力汽车销售维修有限公司,2050103,4S店,河北省石家庄市新华区北二环西路385号,石家庄市,河北省,新华区,130105,0311-87757177 ,0311-87778800,38.086644,114.447318,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:11,46278
46,14231,河北众诚汽车贸易有限公司,2050100,4S店,河北省石家庄市长安区北二环东路86号,石家庄市,河北省,长安区,130102,0311-85615333,0311-85615222,38.074041,114.551978,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:11,46278
47,14232,石家庄申联汽车销售服务有限公司,2050102,4S店,河北省石家庄市裕华区建通街28号,石家庄市,河北省,裕华区,130108,0311-86109822,0311-86116088,38.00596,114.502187,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', '深度试驾', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:11,46278
48,14233,霸州市盛德汽车销售服务有限公司,2051005,4S店,河北省廊坊市霸州市华鑫园区,廊坊市,河北省,霸州市,131081,0316-7863359,0316-7238888,39.088866,116.388601,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:11,46278
49,14234,保定市天择汽车销售服务有限公司,2050402,4S店,河北省保定市北市区龙飞路民营科技园内,保定市,河北省,莲池区,130606,0312-5999020,0312-5999011,38.875343,115.566239,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:11,46278
50,14235,沧州国和众亿汽车销售服务有限公司,2050908,4S店,河北省沧州市新华区黄河东路与长芦南大道交叉口东行100米,沧州市,河北省,新华区,130902,0317-5303555,0317-5671777,38.291266,116.898325,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:11,46278
51,14236,廊坊市东方华明汽车修理有限公司,2051003,4S店,河北省廊坊市广阳区光明东道63号,廊坊市,河北省,广阳区,131003,0316-2185888,0316-5941111,39.512573,116.738312,9:00-18:00,"['新能源', '自营', '市场活动', '二手车', '售后业务全功能', '售后预约资源功能', '线上市场活动', '代理直销', '智慧网销', 'MEB快捷签', 'ICE快捷签', 'NGA智慧网销', '试乘试驾新UI', 'NGA经销商端小程序标签', 'ICE小程序标签', 'ICE经销商', '腾讯效果广告']",2022-05-03 08:21:05,2022-05-03 08:21:11,46278
